ID_UNIDADE_GESTORA,CODIGOTCE,ESFERA,CODIGOMUNICIPIO,MUNICIPIO,ORGAO,SIGLA,SITUACAO,CNPJ,PODER,UNIFED,TipoPessoaJuridicaPublica,NATUREZA
1539,079005,Municipal,P079,Itambé,Fundo Municipal de Assistência Social Itambé,FMAS,Ativa,07165511000102,Poder Executivo,PE,Vinculada,Fundo Público
311,080001,Municipal,P080,Itapetim,Prefeitura Municipal de Itapetim,PMI,Ativa,11358157000100,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
312,080002,Municipal,P080,Itapetim,Câmara Municipal de Itapetim,CMI,Ativa,11476256000196,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
313,080003,Municipal,P080,Itapetim,Instituto Previdenciário de Itapetim,PREVITA,Ativa,08286381000129,Poder Executivo,PE,Não Vinculada,Autarquia
1352,080004,Municipal,P080,Itapetim,Fundo Municipal de Saúde de Itapetim,FMS - Itapetim,Ativa,11402511000156,Poder Executivo,PE,Vinculada,Fundo Público
1284,081004,Municipal,P081,Itapissuma,Fundo Municipal de Saúde de Itapissuma,FMS,Ativa,11407543000144,Poder Executivo,PE,Vinculada,Fundo Público
1415,081005,Municipal,P081,Itapissuma,"Secretaria de Desenvolvimento Econômico Industrial, Produção Rural e Pesca Itapissuma",,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1416,081006,Municipal,P081,Itapissuma,"Secretaria da Juventude, Comunicação e Emprego Itapissuma",,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1417,081007,Municipal,P081,Itapissuma,Secretaria de Governo Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1418,081008,Municipal,P081,Itapissuma,Secretaria de Ação Social Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1425,081009,Municipal,P081,Itapissuma,Secretaria Especial de Controle Interno Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1466,081015,Municipal,P081,Itapissuma,"Fundo Municipal de Investimento Em Infra-estrutura Urbana e Rural, Educação, Saúde, Segurança, Meio Ambiente e Sustentabilidade Itapissuma",,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Fundo Público
1467,081016,Municipal,P081,Itapissuma,Secretaria de Educação Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1468,081017,Municipal,P081,Itapissuma,Secretaria de Saúde Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1469,081018,Municipal,P081,Itapissuma,Secretaria de Finanças Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1470,081019,Municipal,P081,Itapissuma,Procuradoria Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1471,081020,Municipal,P081,Itapissuma,Secretaria de Planejamento Itapissuma,SEPLAN,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1444,081010,Municipal,P081,Itapissuma,Secretaria de Obras Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1446,081011,Municipal,P081,Itapissuma,Secretaria de Administração Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1447,081012,Municipal,P081,Itapissuma,"Secretaria de Turismo, Cultura, Esporte e Lazer Itapissuma",,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1448,081013,Municipal,P081,Itapissuma,Secretaria de Turismo Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1457,081014,Municipal,P081,Itapissuma,Fundo Municipal Assistência Social Itapissuma,,Ativa,08637399000128,Poder Executivo,PE,Vinculada,Fundo Público
314,081001,Municipal,P081,Itapissuma,Prefeitura Municipal de Itapissuma,PMI,Ativa,08637399000128,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
315,081002,Municipal,P081,Itapissuma,Câmara Municipal de Itapissuma,,Ativa,08637407000136,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
316,081003,Municipal,P081,Itapissuma,Instituto de Previdência dos Servidores de Itapissuma,ITAPREV,Ativa,06017837000120,Poder Executivo,PE,Não Vinculada,Autarquia
317,082001,Municipal,P082,Itaquitinga,Prefeitura Municipal de Itaquitinga,PMI,Ativa,10150076000157,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
318,082002,Municipal,P082,Itaquitinga,Câmara Municipal de Itaquitinga,,Ativa,11490117000117,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
1442,082005,Municipal,P082,Itaquitinga,Fundo Municipal de Assistência Social Itaquitinga,FMASI,Ativa,13261506000104,Poder Executivo,PE,Vinculada,Fundo Público
1276,082004,Municipal,P082,Itaquitinga,Fundo Municipal de Saúde de Itaquitinga,FMSI,Ativa,12848758000163,Poder Executivo,PE,Vinculada,Fundo Público
1060,082003,Municipal,P082,Itaquitinga,Instituto de Previdência dos Servidores Municipais de Itaquitinga,ITAQUIPREV,Ativa,09445443000160,Poder Executivo,PE,Não Vinculada,Autarquia
1449,083027,Municipal,P083,Jaboatão dos Guararapes,"Secretaria de Gestão Integrada, Fazenda e Administração Jaboatão dos Guararapes",SEFAZ,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1450,083028,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Governo do Jaboatão dos Guararapes,SEGOV,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1451,083029,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Políticas Sociais Integradas do Jaboatão dos Guararapes,SEPSI,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1452,083030,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Infraestrutura e Mobilidade Humana do Jaboatão dos Guararapes,SEINFRA,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1453,083031,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Desenvolvimento Urbano e Sustentabilidade do Jaboatão dos Guararapes,SEDURBS,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1454,083032,Municipal,P083,Jaboatão dos Guararapes,"Secretaria de Planejamento, Gestão e Desenvolvimento Econômico do Jaboatão dos Guararapes",SEPLAG,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1455,083033,Municipal,P083,Jaboatão dos Guararapes,Procuradoria Geral do Jaboatão dos Guararapes,PGM,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1456,083034,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Ordem Pública e Segurança Cidadã do Jaboatão dos Guararapes,SEOPSC,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1514,083035,Municipal,P083,Jaboatão dos Guararapes,Companhia Municipal de Agricultura e Abastecimento do Jaboatão dos Guararapes,COMAB,Ativa,18533492000146,Poder Executivo,PE,Vinculada,Autarquia
1403,083021,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Articulação Política e Comunicação do Jaboatão dos Guararapes,SEAPC,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1404,083022,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Articulação Regional e Mobilização do Jaboatão dos Guararapes,SAREM,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1405,083023,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Desenvolvimento da Cidade do Jaboatão dos Guararapes,SEDEC,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1406,083024,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Fazenda e Previdência do Jaboatão dos Guararapes,SFGP,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1407,083025,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Saúde Jaboatão dos Guararapes,SESA,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1408,083026,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Assuntos Jurídicos do Jaboatão dos Guararapes,SEAJUR,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1391,083013,Municipal,P083,Jaboatão dos Guararapes,Controladoria Geral do Município do Jaboatão dos Guararapes,CGM,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1392,083014,Municipal,P083,Jaboatão dos Guararapes,Gabinete do Prefeito do Jaboatão dos Guararapes,GAB,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1393,083015,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Promoção da Cidadania do Jaboatão dos Guararapes,SESA,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1394,083016,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Obras do Jaboatão dos Guararapes,SEO,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1395,083017,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Planejamento e Gestão Estratégica do Jaboatão dos Guararapes,SEPLAG,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1397,083019,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Serviços Urbanos do Jaboatão dos Guararapes,SESUR,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1398,083020,Municipal,P083,Jaboatão dos Guararapes,Secretaria de Desenvolvimento Social do Jaboatão dos Guararapes,SEDES,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
319,083001,Municipal,P083,Jaboatão dos Guararapes,Prefeitura Municipal do Jaboatão dos Guararapes,PM,Ativa,10377679000196,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
320,083002,Municipal,P083,Jaboatão dos Guararapes,Câmara Municipal do Jaboatão dos Guararapes,CMJG,Ativa,11233384000109,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
321,083003,Municipal,P083,Jaboatão dos Guararapes,Empresa de Urbanização de Jaboatão,URJ,Ativa,11396959000104,Poder Executivo,PE,Não Vinculada,Empresa Pública
322,083004,Municipal,P083,Jaboatão dos Guararapes,Empresa Municipal de Trânsito e Transporte do Jaboatão dos Guararapes,EMTT,Ativa,02447199000126,Poder Executivo,PE,Não Vinculada,Empresa Pública
323,083005,Municipal,P083,Jaboatão dos Guararapes,Empresa Municipal de Energia e Iluminação Pública do Jaboatão dos Guararapes,EMLUME,Ativa,04440139000107,Poder Executivo,PE,Não Vinculada,Empresa Pública
324,083006,Municipal,P083,Jaboatão dos Guararapes,Empresa Municipal de Desenvolvimento do Jaboatão dos Guararapes,EMDEJA,Ativa,70066352000125,Poder Executivo,PE,Não Vinculada,Empresa Pública
325,083007,Municipal,P083,Jaboatão dos Guararapes,"Fundação Centro Jaboatonense de Educação, Ciência Tecnologia e Cultura",FY,Extinta - Desativada,00691017000132,Poder Executivo,PE,Não Vinculada,Fundação Pública
326,083008,Municipal,P083,Jaboatão dos Guararapes,Instituto de Previdência dos Servidores Públicos do Município do Jaboatão dos Guararapes,JABOATÃOPREV,Ativa,04811561000121,Poder Executivo,PE,Não Vinculada,Autarquia
327,083009,Municipal,P083,Jaboatão dos Guararapes,Fundo Municipal das Zeis de Jaboatão dos Guararapes,ZEIS,Ativa,03729588000107,Poder Executivo,PE,Vinculada,Fundo Público
328,083010,Municipal,P083,Jaboatão dos Guararapes,Fundo Municipal de Saúde do Jaboatão dos Guararapes,FMS,Ativa,03904395000145,Poder Executivo,PE,Vinculada,Fundo Público
329,083011,Municipal,P083,Jaboatão dos Guararapes,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente do Jaboatão dos Guararapes,FMDCA,Ativa,10377679000358,Poder Executivo,PE,Vinculada,Fundo Público
330,083012,Municipal,P083,Jaboatão dos Guararapes,Fundo Municipal de Assistência Social do Jaboatão dos Guararapes,FMAS,Ativa,10377679000439,Poder Executivo,PE,Vinculada,Fundo Público
1605,083037,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Governo do Jaboatão dos Guararapes,SEGOV,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1606,083038,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Assuntos Jurídicos e Administração do Jaboatão dos Guararapes,SEAJAD,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1607,083039,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Desenvolvimento e Mobilização Social do Jaboatão dos Guararapes,SEDEMS,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1608,083040,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Desenvolvimento Urbano e Sustentabilidade do Jaboatão dos Guararapes,SEDURBS,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1609,083041,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Infraestrutura e Mobilidade do Jaboatão dos Guararapes,SEINFRA,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1610,083042,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Ordem Pública e Segurança Cidadã do Jaboatão dos Guararapes,SEOPSC,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1603,083036,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Fazenda e Planejamento do Jaboatão dos Guararapes,SEFAZ,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1667,083043,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Saúde do Jaboatão dos Guararapes,SMS,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1668,083044,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Desenvolvimento Social e Cidadania do Jaboatão dos Guararapes,SMDSC,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1669,083045,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Planejamento e Gestão do Jaboatão dos Guararapes,SEPLAG,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1676,083046,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal de Infraestrutura do Jaboatão dos Guararapes,SEINFRA,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1677,083047,Municipal,P083,Jaboatão dos Guararapes,"Secretaria Municipal de Desenvolvimento Sustentável, Turismo e Empreendedorismo do Jaboatão dos Guararapes",SEDSTE,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1678,083048,Municipal,P083,Jaboatão dos Guararapes,Secretaria Municipal da Fazenda do Jaboatão dos Guararapes,SEFAZ,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1679,083049,Municipal,P083,Jaboatão dos Guararapes,"Secretaria Especial de Ciências, Tecnologia e Inovação",SECTI,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1680,083050,Municipal,P083,Jaboatão dos Guararapes,Secretaria Especial de Articulação Política,SEPE,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1681,083051,Municipal,P083,Jaboatão dos Guararapes,"Secretaria Municipal de Educação, Cultura, Esportes, Lazer e Juventude do Jaboatão dos Guararapes",SEDUC,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1682,083052,Municipal,P083,Jaboatão dos Guararapes,Secretaria Especial de Projetos Especiais,SEPES,Ativa,10377679000196,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1541,084008,Municipal,P084,Jataúba,Fundo Municipal dos Direitos da Criança e do Adolescente de Jataúba,FUNDECA,Ativa,22058303000106,Poder Executivo,PE,Vinculada,Fundo Público
331,084001,Municipal,P084,Jataúba,Prefeitura Municipal de Jataúba,PMJ,Ativa,10091544000160,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
332,084002,Municipal,P084,Jataúba,Câmara Municipal de Vereadores de Jataúba,CMVJ,Ativa,08861874000145,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
333,084003,Municipal,P084,Jataúba,Instituto de Previdência dos Servidores Municipais de Jataúba,IPSEJA,Ativa,07184109000175,Poder Executivo,PE,Não Vinculada,Autarquia
334,084004,Municipal,P084,Jataúba,Fundo Municipal de Saúde de Jataúba,FMS,Ativa,10480777000154,Poder Executivo,PE,Vinculada,Fundo Público
336,084006,Municipal,P084,Jataúba,Fundo Municipal de Assistência Social de Jataúba,FMAS,Ativa,13282052000140,Poder Executivo,PE,Vinculada,Fundo Público
338,085001,Municipal,P085,João Alfredo,Prefeitura Municipal de João Alfredo,PMJA,Ativa,11097359000145,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
339,085002,Municipal,P085,João Alfredo,Câmara Municipal de João Alfredo,CMJA,Ativa,08783003000150,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
340,085003,Municipal,P085,João Alfredo,Fundo Municipal de Aposentadoria e Pensões de João Alfredo,FUMAP,Ativa,07616244000142,Poder Executivo,PE,Vinculada,Fundo Público
1270,085005,Municipal,P085,João Alfredo,Fundo Municipal de Assistência Social João Alfredo,FMAS,Ativa,07661772000113,Poder Executivo,PE,Vinculada,Fundo Público
1224,085004,Municipal,P085,João Alfredo,Fundo Municipal de Saúde de João Alfredo,FMS,Ativa,10599648000180,Poder Executivo,PE,Vinculada,Fundo Público
1625,085006,Municipal,P085,João Alfredo,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de João Alfredo,FMDCA,Ativa,05091619000172,Poder Executivo,PE,Vinculada,Fundo Público
1634,085007,Municipal,P085,João Alfredo,Consórcio Intermunicipal de Desenvolvimento Regional de Pernambuco,CONIDER,Ativa,19207127000104,Poder Executivo,PE,Não Vinculada,Consórcio
1355,086006,Municipal,P086,Joaquim Nabuco,Fundo Municipal da Defesa dos Direitos da Crianças e do Adolescente de Joaquim Nabuco,FUNDICA,Ativa,04414841000104,Poder Executivo,PE,Vinculada,Fundo Público
1529,086007,Municipal,P086,Joaquim Nabuco,Fundo Municipal de Educação de Joaquim Nabuco,FME,Ativa,20599336000120,Poder Executivo,PE,Vinculada,Fundo Público
1066,086004,Municipal,P086,Joaquim Nabuco,Fundo Municipal de Saúde de Joaquim Nabuco,,Ativa,10355457000172,Poder Executivo,PE,Vinculada,Fundo Público
1157,086005,Municipal,P086,Joaquim Nabuco,Fundo de Assistência Social de Joaquim Nabuco,FMAS,Ativa,01736500000159,Poder Executivo,PE,Vinculada,Fundo Público
341,086001,Municipal,P086,Joaquim Nabuco,Prefeitura Municipal de Joaquim Nabuco,PMJN,Ativa,10192441000196,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
342,086002,Municipal,P086,Joaquim Nabuco,Câmara Municipal de Joaquim Nabuco,CMJN,Ativa,11530599000191,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
